# Архангельск / Осадки / 0-6ч, 6-24ч, 1-2 дня, 2-3 дня, 3-5 дней, 5-10 дней / GFS (США)
# n=1189, порог дождя = 0.2 мм
# POD=0.7252032520325203, FAR=0.3700564971751412, CSI=0.508551881413911, MAE=3.489 мм, bias=-1.056 мм
# CSI = hits / (hits + misses + false_alarms); hit = прогноз>=порога И факт>=порога
# «Общий» = объединённый пул пар из периодов: 0-6ч, 6-24ч, 1-2 дня, 2-3 дня, 3-5 дней, 5-10 дней - метрика посчитана заново по всему пулу, а не усреднена по периодам
#
bucket,fetched_at,valid_time,lead_hours,forecast,observed,error
0-6ч,2026-08-06T09:50:07Z,2026-08-06T15:00:00Z,5.2,0.0,0.7,-0.7
0-6ч,2026-08-06T09:59:18Z,2026-08-06T15:00:00Z,5.0,0.0,0.7,-0.7
0-6ч,2026-08-06T10:08:26Z,2026-08-06T15:00:00Z,4.9,0.0,0.7,-0.7
0-6ч,2026-08-06T10:47:54Z,2026-08-06T15:00:00Z,4.2,0.0,0.7,-0.7
0-6ч,2026-08-06T11:30:42Z,2026-08-06T15:00:00Z,3.5,0.0,0.7,-0.7
0-6ч,2026-08-06T11:36:01Z,2026-08-06T15:00:00Z,3.4,0.0,0.7,-0.7
0-6ч,2026-08-06T11:44:08Z,2026-08-06T15:00:00Z,3.3,0.0,0.7,-0.7
0-6ч,2026-08-07T10:39:14Z,2026-08-07T15:00:00Z,4.3,4.8,3.0,1.8
0-6ч,2026-08-07T22:45:57Z,2026-08-08T03:00:00Z,4.2,1.9,0.4,1.5
0-6ч,2026-08-07T23:19:23Z,2026-08-08T03:00:00Z,3.7,1.9,0.4,1.5
0-6ч,2026-08-08T10:18:13Z,2026-08-08T15:00:00Z,4.7,2.1,7.0,-4.9
0-6ч,2026-08-08T22:37:20Z,2026-08-09T03:00:00Z,4.4,3.0,4.0,-1.0
0-6ч,2026-08-09T10:19:29Z,2026-08-09T15:00:00Z,4.7,7.0,0.6,6.4
0-6ч,2026-08-09T12:41:38Z,2026-08-09T15:00:00Z,2.3,5.7,0.6,5.1
0-6ч,2026-08-09T12:45:53Z,2026-08-09T15:00:00Z,2.2,5.7,0.6,5.1
0-6ч,2026-08-09T12:48:15Z,2026-08-09T15:00:00Z,2.2,5.7,0.6,5.1
0-6ч,2026-08-09T22:39:09Z,2026-08-10T03:00:00Z,4.3,0.0,0.0,0.0
0-6ч,2026-08-10T10:53:28Z,2026-08-10T15:00:00Z,4.1,0.0,0.0,0.0
0-6ч,2026-08-10T22:47:13Z,2026-08-11T03:00:00Z,4.2,0.0,0.0,0.0
0-6ч,2026-08-11T10:38:45Z,2026-08-11T15:00:00Z,4.4,0.6,0.1,0.5
0-6ч,2026-08-12T10:47:03Z,2026-08-12T15:00:00Z,4.2,16.8,4.0,12.8
0-6ч,2026-08-12T22:50:47Z,2026-08-13T03:00:00Z,4.2,1.3,5.0,-3.7
0-6ч,2026-08-13T10:49:01Z,2026-08-13T15:00:00Z,4.2,16.6,31.0,-14.4
0-6ч,2026-08-13T22:52:17Z,2026-08-14T03:00:00Z,4.1,12.8,24.0,-11.2
0-6ч,2026-08-14T10:44:54Z,2026-08-14T15:00:00Z,4.3,0.9,7.0,-6.1
0-6ч,2026-08-14T22:30:55Z,2026-08-15T03:00:00Z,4.5,0.0,0.0,0.0
0-6ч,2026-08-15T10:09:15Z,2026-08-15T15:00:00Z,4.8,0.0,0.0,0.0
0-6ч,2026-08-15T22:29:33Z,2026-08-16T03:00:00Z,4.5,0.0,4.0,-4.0
0-6ч,2026-08-16T10:09:47Z,2026-08-16T15:00:00Z,4.8,0.0,0.4,-0.4
0-6ч,2026-08-16T22:29:34Z,2026-08-17T03:00:00Z,4.5,0.0,0.0,0.0
0-6ч,2026-08-17T10:18:11Z,2026-08-17T15:00:00Z,4.7,0.0,0.0,0.0
0-6ч,2026-08-17T22:31:28Z,2026-08-18T03:00:00Z,4.5,0.0,0.0,0.0
0-6ч,2026-08-18T10:14:55Z,2026-08-18T15:00:00Z,4.8,0.0,0.0,0.0
0-6ч,2026-08-18T22:31:39Z,2026-08-19T03:00:00Z,4.5,0.1,0.0,0.1
0-6ч,2026-08-19T10:14:48Z,2026-08-19T15:00:00Z,4.8,0.4,0.0,0.4
0-6ч,2026-08-20T10:16:10Z,2026-08-20T15:00:00Z,4.7,2.9,1.0,1.9
0-6ч,2026-08-20T22:34:58Z,2026-08-21T03:00:00Z,4.4,2.5,0.0,2.5
0-6ч,2026-08-21T10:16:50Z,2026-08-21T15:00:00Z,4.7,0.0,0.0,0.0
0-6ч,2026-08-21T22:32:12Z,2026-08-22T03:00:00Z,4.5,0.6,0.0,0.6
0-6ч,2026-08-22T10:09:41Z,2026-08-22T15:00:00Z,4.8,2.9,0.6,2.3
0-6ч,2026-08-22T22:29:28Z,2026-08-23T03:00:00Z,4.5,0.0,0.0,0.0
0-6ч,2026-08-23T10:10:14Z,2026-08-23T15:00:00Z,4.8,7.3,3.0,4.3
0-6ч,2026-08-23T22:29:36Z,2026-08-24T03:00:00Z,4.5,2.3,1.0,1.3
0-6ч,2026-08-24T10:24:38Z,2026-08-24T15:00:00Z,4.6,3.8,6.0,-2.2
6-24ч,2026-08-06T09:50:07Z,2026-08-07T03:00:00Z,17.2,7.6,3.0,4.6
6-24ч,2026-08-06T09:59:18Z,2026-08-07T03:00:00Z,17.0,7.6,3.0,4.6
6-24ч,2026-08-06T10:08:26Z,2026-08-07T03:00:00Z,16.9,7.6,3.0,4.6
6-24ч,2026-08-06T10:47:54Z,2026-08-07T03:00:00Z,16.2,7.6,3.0,4.6
6-24ч,2026-08-06T11:30:42Z,2026-08-07T03:00:00Z,15.5,7.6,3.0,4.6
6-24ч,2026-08-06T11:36:01Z,2026-08-07T03:00:00Z,15.4,7.5,3.0,4.5
6-24ч,2026-08-06T11:44:08Z,2026-08-07T03:00:00Z,15.3,7.5,3.0,4.5
6-24ч,2026-08-07T01:31:32Z,2026-08-07T15:00:00Z,13.5,3.3,3.0,0.3
6-24ч,2026-08-07T05:36:00Z,2026-08-07T15:00:00Z,9.4,4.8,3.0,1.8
6-24ч,2026-08-07T06:18:59Z,2026-08-07T15:00:00Z,8.7,4.8,3.0,1.8
6-24ч,2026-08-07T07:13:52Z,2026-08-07T15:00:00Z,7.8,4.8,3.0,1.8
6-24ч,2026-08-07T05:36:00Z,2026-08-08T03:00:00Z,21.4,0.9,0.4,0.5
6-24ч,2026-08-07T06:18:59Z,2026-08-08T03:00:00Z,20.7,0.9,0.4,0.5
